Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calories,Calorie_Level
9,Male,119.1,15.0,10.57,Low,1025.0,Low
10,Male,146.9,44.8,20.76,Medium,1982.0,Medium
12,Female,155.2,45.0,18.68,High,2159.0,Medium
14,Male,155.0,50.1,20.86,Medium,2108.0,Medium
10,Female,121.8,29.1,19.61,Medium,1261.0,Low
16,Female,171.7,77.1,26.17,High,2887.0,High
5,Male,150.0,38.9,17.27,High,2351.0,High
12,Female,144.9,39.3,18.7,Low,1293.0,Low
12,Male,147.0,47.5,21.96,High,2410.0,High
13,Female,162.0,63.9,24.32,Low,1710.0,Medium
13,Male,180.9,75.6,23.1,Medium,2739.0,High
6,Female,124.2,28.0,18.17,Low,1039.0,Low
6,Female,123.1,22.9,15.07,Medium,1211.0,Low
7,Male,134.1,15.0,8.34,Medium,1437.0,Low
5,Female,120.2,15.6,10.79,High,1297.0,Low
8,Female,112.2,15.0,11.93,Medium,975.0,Low
8,Male,133.8,39.2,21.92,Medium,1791.0,Medium
13,Female,159.1,64.7,25.55,Low,1698.0,Medium
13,Male,155.2,41.9,17.37,High,2392.0,High
13,Female,186.0,89.5,25.87,High,3297.0,High
14,Male,163.2,62.6,23.51,Low,1898.0,Medium
11,Female,149.9,51.0,22.66,High,2215.0,High
6,Female,125.3,20.4,12.98,Medium,1194.0,Low
14,Female,156.1,55.6,22.82,Medium,1952.0,Medium
9,Male,131.9,41.1,23.62,High,2152.0,Medium
8,Male,128.1,29.0,17.69,Low,1268.0,Low
16,Male,158.4,58.1,23.14,High,2692.0,High
15,Male,169.3,65.5,22.84,Medium,2465.0,High
12,Female,139.9,48.3,24.68,Low,1363.0,Low
6,Female,114.0,15.0,11.55,High,1208.0,Low
10,Male,132.9,26.5,15.01,High,1892.0,Medium
